id,brand,stock,current,suggested,category
12998089,samsung,2.0,Samsung Galaxy Note 8 Camera Lens,Camera Glass Lens for Samsung Galaxy Note 8,Mobile Phone Parts
12998088,samsung,2.0,Samsung Galaxy Note 9 Camera Lens,Camera Glass Lens for Samsung Galaxy Note 9,Mobile Phone Parts
12998993,samsung,2.0,Samsung Galaxy Note8 Battery,Battery for Samsung Galaxy Note8,Mobile Phone Parts
12998763,samsung,2.0,Samsung Galaxy S20 Charging Port,Charging Port for Samsung Galaxy S20,Mobile Phone Parts
12999619,samsung,2.0,Samsung Galaxy S21 FE Camera Lens,Camera Glass Lens for Samsung Galaxy S21 FE,Mobile Phone Parts
12999544,samsung,2.0,Samsung Galaxy S22 Camera Lens,Camera Glass Lens for Samsung Galaxy S22,Mobile Phone Parts
12999545,samsung,2.0,Samsung Galaxy S22 Plus Camera Lens,Camera Glass Lens for Samsung Galaxy S22 Plus,Mobile Phone Parts
12828337,samsung,2.0,Samsung Galaxy S4 Battery,Battery for Samsung Galaxy S4,Mobile Phone Parts
12827636,samsung,2.0,Samsung Galaxy S6 Camera Lens,Camera Glass Lens for Samsung Galaxy S6,Mobile Phone Parts
12998121,samsung,2.0,Samsung Galaxy S6 Edge Plus Camera Lens,Camera Glass Lens for Samsung Galaxy S6 Edge Plus,Mobile Phone Parts
12828283,samsung,2.0,Samsung Galaxy S7 Charging Port,Charging Port for Samsung Galaxy S7,Mobile Phone Parts
12998776,samsung,2.0,Samsung Galaxy S8 Plus Earspeaker,Ear Speaker for Samsung Galaxy S8 Plus,Mobile Phone Parts
12998132,samsung,2.0,Samsung Galaxy S9 Charging Port,Charging Port for Samsung Galaxy S9,Mobile Phone Parts
12998777,samsung,2.0,Samsung Galaxy S9 Plus Earspeaker,Ear Speaker for Samsung Galaxy S9 Plus,Mobile Phone Parts
13000286,samsung,2.0,Samsung Note 20 battery,Battery for Samsung Galaxy Note 20,
12998134,samsung,2.0,Samsung S7 Edge Charging Port,Charging Port for Samsung Galaxy S7 Edge,Mobile Phone Parts
13000016,samsung,1.0,Samsung A04 Charging Port,Charging Port for Samsung Galaxy A04,Mobile Phone Parts
13000351,samsung,1.0,Samsung A34 charging port,Charging Port for Samsung Galaxy A34,Mobile Phone Parts
12999410,samsung,1.0,Samsung Galaxy A03/A12 Nacho Charging Port,Charging Port for Samsung Galaxy A03/A12 Nacho,Mobile Phone Parts
12998584,samsung,1.0,Samsung Galaxy A10 Battery,Battery for Samsung Galaxy A10,Mobile Phone Parts
12999895,samsung,1.0,Samsung Galaxy A11 Earspeaker,Ear Speaker for Samsung Galaxy A11,Mobile Phone Parts
12999588,samsung,1.0,Samsung Galaxy A12 EarSpeaker,Ear Speaker for Samsung Galaxy A12,Mobile Phone Parts
12998443,samsung,1.0,Samsung Galaxy A20 Battery,Battery for Samsung Galaxy A20,Mobile Phone Parts
12998771,samsung,1.0,Samsung Galaxy A20 Earspeaker,Ear Speaker for Samsung Galaxy A20,Mobile Phone Parts
12999049,samsung,1.0,Samsung Galaxy A21S Battery,Battery for Samsung Galaxy A21S,Mobile Phone Parts
12998775,samsung,1.0,Samsung Galaxy A21S Earspeaker,Ear Speaker for Samsung Galaxy A21S,Mobile Phone Parts
12999682,samsung,1.0,Samsung Galaxy A22 5G Battery,Battery for Samsung Galaxy A22 5G,Mobile Phone Parts
12999685,samsung,1.0,Samsung Galaxy A23 Camera Lens,Camera Glass Lens for Samsung Galaxy A23,Mobile Phone Parts
12999386,samsung,1.0,Samsung Galaxy A31 Battery,Battery for Samsung Galaxy A31,Mobile Phone Parts
12999408,samsung,1.0,Samsung Galaxy A32 5G Charging Port,Charging Port for Samsung Galaxy A32 5G,Mobile Phone Parts
12999680,samsung,1.0,Samsung Galaxy A33 5G Charging Port,Charging Port for Samsung Galaxy A33 5G,Mobile Phone Parts
12999686,samsung,1.0,Samsung Galaxy A33 Camera Lens,Camera Glass Lens for Samsung Galaxy A33,Mobile Phone Parts
12999047,samsung,1.0,Samsung Galaxy A50 Battery,Battery for Samsung Galaxy A50,Mobile Phone Parts
12998733,samsung,1.0,Samsung Galaxy A50 Charging Port,Charging Port for Samsung Galaxy A50,Mobile Phone Parts
12999481,samsung,1.0,Samsung Galaxy A51 Battery,Battery for Samsung Galaxy A51,Mobile Phone Parts
12999687,samsung,1.0,Samsung Galaxy A53 Camera Lens,Camera Glass Lens for Samsung Galaxy A53,Mobile Phone Parts
12999688,samsung,1.0,Samsung Galaxy A73 Camera Lens,Camera Glass Lens for Samsung Galaxy A73,Mobile Phone Parts
12998765,samsung,1.0,Samsung Galaxy Note 10 Charging Port,Charging Port for Samsung Galaxy Note 10,Mobile Phone Parts
12828357,samsung,1.0,Samsung Galaxy Note 4 Battery,Battery for Samsung Galaxy Note 4,Mobile Phone Parts
12999696,samsung,1.0,Samsung Galaxy Note 5 Charging Port,Charging Port for Samsung Galaxy Note 5,Mobile Phone Parts
12998590,samsung,1.0,Samsung Galaxy Note 8 Ear Speaker,Ear Speaker for Samsung Galaxy Note 8,Mobile Phone Parts
12999578,samsung,1.0,Samsung Galaxy S10 Camera Lens,Camera Glass Lens for Samsung Galaxy S10,Mobile Phone Parts
12998992,samsung,1.0,Samsung Galaxy S10 Plus Battery,Battery for Samsung Galaxy S10 Plus,Mobile Phone Parts
12999579,samsung,1.0,Samsung Galaxy S10 Plus Camera Lens,Camera Glass Lens for Samsung Galaxy S10 Plus,Mobile Phone Parts
12999647,samsung,1.0,Samsung Galaxy S20 Camera Lens,Camera Glass Lens for Samsung Galaxy S20,Mobile Phone Parts
12998643,samsung,1.0,Samsung Galaxy S20 FE Camera Lens,Camera Glass Lens for Samsung Galaxy S20 FE,Mobile Phone Parts
12998969,samsung,1.0,Samsung Galaxy S20 Plus Battery,Battery for Samsung Galaxy S20 Plus,Mobile Phone Parts
12999642,samsung,1.0,Samsung Galaxy S20 Plus Camera Lens,Camera Glass Lens for Samsung Galaxy S20 Plus,Mobile Phone Parts
12998736,samsung,1.0,Samsung Galaxy S20 Plus Charging Port,Charging Port for Samsung Galaxy S20 Plus,Mobile Phone Parts
12999648,samsung,1.0,Samsung Galaxy S20 Ultra Camera Lens,Camera Glass Lens for Samsung Galaxy S20 Ultra,Mobile Phone Parts
12998764,samsung,1.0,Samsung Galaxy S20 Ultra Charging Port,Charging Port for Samsung Galaxy S20 Ultra,Mobile Phone Parts
12998822,samsung,1.0,Samsung Galaxy S20FE Charging Port,Charging Port for Samsung Galaxy S20FE,Mobile Phone Parts
12999546,samsung,1.0,Samsung Galaxy S22 Ultra Camera Lens,Camera Glass Lens for Samsung Galaxy S22 Ultra,Mobile Phone Parts
12827887,samsung,1.0,Samsung Galaxy S7 Battery,Battery for Samsung Galaxy S7,Mobile Phone Parts
12827932,samsung,1.0,Samsung Galaxy S7 Edge Battery,Battery for Samsung Galaxy S7 Edge,Mobile Phone Parts
12998568,samsung,1.0,Samsung Galaxy S8 Ear Speaker,Ear Speaker for Samsung Galaxy S8,Mobile Phone Parts
12998682,samsung,1.0,Samsung Galaxy S9 Earspeaker,Ear Speaker for Samsung Galaxy S9,Mobile Phone Parts
12998603,samsung,1.0,Samsung Phone A70 Ear Speaker,Ear Speaker for Samsung Galaxy A70,Mobile Phone Parts
12998046,samsung,1.0,Samsung S8 Charging Port,Charging Port for Samsung Galaxy S8,Mobile Phone Parts
12999908,samsung,1.0,Samsung Tab SM T800 CHARGING PORT,Charging Port for Samsung Tab SM T800,Mobile Phone Parts
12999541,samsung,0.0,Samsung Galaxy A10 Back Battery Cover,Back Cover for Samsung Galaxy A10,Mobile Phone Parts
12999710,samsung,0.0,Samsung Galaxy A21s ear speaker,Ear Speaker for Samsung Galaxy A21s,Mobile Phone Parts
12999689,samsung,0.0,Samsung Galaxy A23 Charging Port,Charging Port for Samsung Galaxy A23,Mobile Phone Parts
12998641,samsung,0.0,Samsung Galaxy A3 2017 A320 Battery,Battery for Samsung Galaxy A3 2017 A320,Mobile Phone Parts
12999354,samsung,0.0,Samsung Galaxy A51 Charging Port,Charging Port for Samsung Galaxy A51,Mobile Phone Parts
12998774,samsung,0.0,Samsung Galaxy A70 Earspeaker,Ear Speaker for Samsung Galaxy A70,Mobile Phone Parts
12998537,samsung,0.0,Samsung Galaxy A8 Plus Battery,Battery for Samsung Galaxy A8 Plus,Mobile Phone Parts
12999678,samsung,0.0,Samsung Galaxy A90 5G Charging Port,Charging Port for Samsung Galaxy A90 5G,Mobile Phone Parts
12999646,samsung,0.0,Samsung Galaxy M51 Charging Port,Charging Port for Samsung Galaxy M51,Mobile Phone Parts
12828313,samsung,0.0,Samsung Galaxy Nexus i9250 Charging Port,Charging Port for Samsung Galaxy Nexus i9250,Mobile Phone Parts
12828135,samsung,0.0,Samsung Galaxy Note 1 Battery,Battery for Samsung Galaxy Note 1,Mobile Phone Parts
12998766,samsung,0.0,Samsung Galaxy Note 10 Plus Charging Port,Charging Port for Samsung Galaxy Note 10 Plus,Mobile Phone Parts
12828371,samsung,0.0,Samsung Galaxy Note 2 Battery,Battery for Samsung Galaxy Note 2,Mobile Phone Parts
12827583,samsung,0.0,Samsung Galaxy Note 2 N7100 USB Charging Port,Charging Port for Samsung Galaxy Note 2 N7100 USB,Mobile Phone Parts
12827585,samsung,0.0,Samsung Galaxy Note 2 N7105 USB Charging Port,Charging Port for Samsung Galaxy Note 2 N7105 USB,Mobile Phone Parts
12828369,samsung,0.0,Samsung Galaxy Note 3 Battery,Battery for Samsung Galaxy Note 3,Mobile Phone Parts
12828321,samsung,0.0,Samsung Galaxy Note 3 N900 USB Charging Port,Charging Port for Samsung Galaxy Note 3 N900 USB,Mobile Phone Parts
12998994,samsung,0.0,Samsung Galaxy Note9 Battery,Battery for Samsung Galaxy Note9,Mobile Phone Parts
12998991,samsung,0.0,Samsung Galaxy S10 Battery,Battery for Samsung Galaxy S10,Mobile Phone Parts
12999559,samsung,0.0,Samsung Galaxy S10E Battery,Battery for Samsung Galaxy S10E,Mobile Phone Parts
12828311,samsung,0.0,Samsung Galaxy S2 i9100 Charging Port,Charging Port for Samsung Galaxy S2 i9100,Mobile Phone Parts
12827622,samsung,0.0,Samsung Galaxy S2 i9100 Home Button and Sensor Signal Ribbon Flex,Home Button for Samsung Galaxy S2 i9100,Mobile Phone Parts
12828309,samsung,0.0,Samsung Galaxy S2 i9100G Charging Port,Charging Port for Samsung Galaxy S2 i9100G,Mobile Phone Parts
12828310,samsung,0.0,Samsung Galaxy S2 i9105 Charging Port,Charging Port for Samsung Galaxy S2 i9105,Mobile Phone Parts
12999418,samsung,0.0,Samsung Galaxy S21 Charging Port,Charging Port for Samsung Galaxy S21,Mobile Phone Parts
12828367,samsung,0.0,Samsung Galaxy S4 Home Button Sensor Signal Ribbon Flex,Home Button for Samsung Galaxy S4,Mobile Phone Parts
12828356,samsung,0.0,Samsung Galaxy S4 i9500 Charging Port,Charging Port for Samsung Galaxy S4 i9500,Mobile Phone Parts
12828355,samsung,0.0,Samsung Galaxy S4 i9505 Charging Port,Charging Port for Samsung Galaxy S4 i9505,Mobile Phone Parts
12827591,samsung,0.0,Samsung Galaxy S5 Camera Lens,Camera Glass Lens for Samsung Galaxy S5,Mobile Phone Parts
12828389,samsung,0.0,Samsung Galaxy S5 G900F Home Button Fingerprint Sensor Black,Home Button for Samsung Galaxy S5 G900F Black,Mobile Phone Parts
12828388,samsung,0.0,Samsung Galaxy S5 G900F Home Button Fingerprint Sensor White,Home Button for Samsung Galaxy S5 G900F White,Mobile Phone Parts
12827968,samsung,0.0,Samsung Galaxy S5 G900H Home Button Fingerprint Sensor Black,Home Button for Samsung Galaxy S5 G900H Black,Mobile Phone Parts
12828326,samsung,0.0,Samsung Galaxy S5 G900H Home Button Fingerprint Sensor White,Home Button for Samsung Galaxy S5 G900H White,Mobile Phone Parts
12998135,samsung,0.0,Samsung Galaxy S6 Charging Port,Charging Port for Samsung Galaxy S6,Mobile Phone Parts
12828292,samsung,0.0,Samsung Galaxy S6 Edge Battery,Battery for Samsung Galaxy S6 Edge,Mobile Phone Parts
12998159,samsung,0.0,Samsung Galaxy S8 Battery,Battery for Samsung Galaxy S8,Mobile Phone Parts
12998131,samsung,0.0,Samsung Galaxy S9 Plus Charging Port,Charging Port for Samsung Galaxy S9 Plus,Mobile Phone Parts
12999373,samsung,0.0,SAMSUNG GALAXY TAB 10.5'' (SM-T800) BATTERY,Battery for Samsung GALAXY TAB 10.5'' (SM-T800),Mobile Phone Parts
12999532,samsung,0.0,Samsung Galaxy Tab A 10.1 (2016) SM-T580 SM-T585 Battery,Battery for Samsung Galaxy Tab A 10.1 (2016) SM-T580 SM-T585,Mobile Phone Parts
12999476,samsung,0.0,Samsung Galaxy Tab S2 9.7 (SM-T813) Battery,Battery for Samsung Galaxy Tab S2 9.7 (SM-T813),Mobile Phone Parts
13000685,samsung,0.0,"Samsung Galaxy Tab S6 Lite SM-P610, SM-P615 Battery","Battery for Samsung Galaxy Tab S6 Lite SM-P610, SM-P615",Mobile Phone Parts
13000000,samsung,0.0,Samsung J2 pro Battery,Battery for Samsung J2 pro,Mobile Phone Parts
12998536,samsung,0.0,Samsung J3 Battery,Battery for Samsung J3,Mobile Phone Parts
13000241,samsung,0.0,Samsung Note 10 battery,Battery for Samsung Galaxy Note 10,
12998611,samsung,0.0,Samsung Phone S10e Camera Lens,Camera Glass Lens for Samsung Galaxy S10e,Mobile Phone Parts
13000240,samsung,0.0,Samsung S20 FE battery,Battery for Samsung Galaxy S20 FE,Mobile Phone Parts
13000177,samsung,0.0,Samsung S21 Plus Charging Port,Charging Port for Samsung Galaxy S21 Plus,Mobile Phone Parts
12998827,samsung,0.0,Samsung Tablet SM-T350/355 Battery,Battery for Samsung Tablet SM-T350/355,Mobile Phone Parts
12999512,samsung,-1.0,Samsung Galaxy A11 Battery,Battery for Samsung Galaxy A11,Mobile Phone Parts
12999353,samsung,-1.0,Samsung Galaxy A31 Charging Port,Charging Port for Samsung Galaxy A31,Mobile Phone Parts
12999521,samsung,-1.0,Samsung Galaxy A71 Charging Port,Charging Port for Samsung Galaxy A71,Mobile Phone Parts
12997999,samsung,-1.0,Samsung Galaxy Note 5 Battery,Battery for Samsung Galaxy Note 5,Mobile Phone Parts
12998675,samsung,-1.0,Samsung Galaxy S6 Edge Plus Battery,Battery for Samsung Galaxy S6 Edge Plus,Mobile Phone Parts
12998110,samsung,-1.0,Samsung Galaxy S9 Battery,Battery for Samsung Galaxy S9,Mobile Phone Parts
12999924,vivo,0.0,Vivo S16 LCD Screen,Screen for Vivo S16,OLD-Phone Screens
12998021,xiaomi,0.0,Xiaomi Pocophone F1 Screen,Screen for Xiaomi Pocophone F1,Mobile Phone Screens
12999786,xiaomi,0.0,Xiaomi Redmi 11 5G LCD Screen with frame,Screen for Xiaomi Redmi 11 5G,OLD-Phone Screens
12998092,xiaomi,0.0,Xiaomi Redmi Note 5 Screen,Screen for Xiaomi Redmi Note 5,Mobile Phone Screens
12998474,xiaomi,0.0,Xiaomi Redmi Note 7 Screen,Screen for Xiaomi Redmi Note 7,OLD-Phone Screens
12999341,xiaomi,-1.0,Xiaomi Redmi 9T LCD Screen,Screen for Xiaomi Redmi 9T,OLD-Phone Screens
