id,old_name,new_name,reason,stock,sku
12828044,Samsung Galaxy S3 Screen Glass Lens Black,Screen for Samsung Galaxy S3 Glass Lens Black,samsung_prefix,0,PHSS0076
12827607,Samsung Galaxy S3 Screen Glass Lens Blue,Screen for Samsung Galaxy S3 Glass Lens Blue,samsung_prefix,0,PHSS0077
12827641,Samsung Galaxy S3 Screen Glass Lens White,Screen for Samsung Galaxy S3 Glass Lens White,samsung_prefix,0,PHSS00075
12828161,Samsung Galaxy S4 i9500 Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy S4 i9500 with Frame Black,samsung_prefix,0,PHSS0078
12827834,Samsung Galaxy S4 i9500 Screen Assembly with Frame Blue,Screen Assembly for Samsung Galaxy S4 i9500 with Frame Blue,samsung_prefix,0,PHSS0049
12827849,Samsung Galaxy S4 i9500 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy S4 i9500 with Frame White,samsung_prefix,0,PHSS0050
12828160,Samsung Galaxy S4 i9505 Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy S4 i9505 with Frame Black,samsung_prefix,0,PHSS0051
12827822,Samsung Galaxy S4 i9505 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy S4 i9505 with Frame White,samsung_prefix,3,PHSS0053
12828178,Samsung Galaxy S4 i9506 Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy S4 i9506 with Frame Black,samsung_prefix,0,PHSS0085
12828179,Samsung Galaxy S4 i9506 Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy S4 i9506 with Frame White,samsung_prefix,0,PHSS0084
12828189,Samsung Galaxy S4 mini Screen Assembly with Frame Blue,Screen Assembly for Samsung Galaxy S4 mini with Frame Blue,samsung_prefix,0,PHSS0054
12828184,Samsung Galaxy S4 mini Screen Assembly with Frame White,Screen Assembly for Samsung Galaxy S4 mini with Frame White,samsung_prefix,0,PHSS0055
12827606,Samsung Galaxy S4 mini Screen Glass Lens Black,Screen for Samsung Galaxy S4 mini Glass Lens Black,samsung_prefix,0,PHSS0056
12827605,Samsung Galaxy S4 mini Screen Glass Lens White,Screen for Samsung Galaxy S4 mini Glass Lens White,samsung_prefix,0,PHSS0057
12828203,Samsung Galaxy S4 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy S4 no Frame Black,samsung_prefix,0,PHSS0058
12828202,Samsung Galaxy S4 Screen Assembly without Frame Blue,Screen Assembly for Samsung Galaxy S4 no Frame Blue,samsung_prefix,0,PHSS0059
12828205,Samsung Galaxy S4 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S4 no Frame White,samsung_prefix,0,PHSS0060
12828039,Samsung Galaxy S4 Screen Glass Lens Black,Screen for Samsung Galaxy S4 Glass Lens Black,samsung_prefix,0,PHSS0061
12827639,Samsung Galaxy S4 Screen Glass Lens Blue,Screen for Samsung Galaxy S4 Glass Lens Blue,samsung_prefix,0,PHSS0080
12828045,Samsung Galaxy S4 Screen Glass Lens White,Screen for Samsung Galaxy S4 Glass Lens White,samsung_prefix,0,PHSS0079
12827815,Samsung Galaxy S5 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy S5 no Frame Black,samsung_prefix,1,PHSS0062
12827814,Samsung Galaxy S5 Screen Assembly without Frame Blue,Screen Assembly for Samsung Galaxy S5 no Frame Blue,samsung_prefix,0,PHSS0063
12827816,Samsung Galaxy S5 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S5 no Frame White,samsung_prefix,4,PHSS0064
12827604,Samsung Galaxy S5 Screen Glass Lens Black,Screen for Samsung Galaxy S5 Glass Lens Black,samsung_prefix,0,PHSS0065
12827621,Samsung Galaxy S5 Screen Glass Lens White,Screen for Samsung Galaxy S5 Glass Lens White,samsung_prefix,0,PHSS0066
12828139,Samsung Galaxy S6 Edge Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S6 Edge no Frame White,samsung_prefix,0,PHSS0082
12827789,Samsung Galaxy S6 Screen Assembly without Frame Blue,Screen Assembly for Samsung Galaxy S6 no Frame Blue,samsung_prefix,2,PHSS0067
12827785,Samsung Galaxy S6 Screen Assembly without Frame Gold,Screen Assembly for Samsung Galaxy S6 no Frame Gold,samsung_prefix,0,PHSS0081
12827788,Samsung Galaxy S6 Screen Assembly without Frame White,Screen Assembly for Samsung Galaxy S6 no Frame White,samsung_prefix,1,PHSS0068
12827760,Samsung Galaxy S7 Edge Screen Assembly with Frame Black,Screen Assembly for Samsung Galaxy S7 Edge with Frame Black,samsung_prefix,3,PHSS0087
12827763,Samsung Galaxy S7 Edge Screen Assembly with Frame Gold,Screen Assembly for Samsung Galaxy S7 Edge with Frame Gold,samsung_prefix,5,PHSS0088
12828157,Samsung Galaxy S7 Screen Assembly without Frame Black,Screen Assembly for Samsung Galaxy S7 no Frame Black,samsung_prefix,3,PHSS0083
12828152,Samsung Galaxy S7 Screen Assembly without Frame Gold,Screen Assembly for Samsung Galaxy S7 no Frame Gold,samsung_prefix,1,PHSS0086
12827783,Samsung Galaxy S7 Screen Assembly without Frame Silver,Screen Assembly for Samsung Galaxy S7 no Frame Silver,samsung_prefix,0,PHSS0092
12998243,Samsung Galaxy S8 Plus Screen,Screen for Samsung Galaxy S8 Plus,samsung_prefix,6,PHSS0099
12827532,Samsung Galaxy S8 Screen,Screen for Samsung Galaxy S8,samsung_prefix,0,PHSS0097
12999054,Samsung Galaxy S8 Second Hand Screen (Black Dot),Screen for Samsung Galaxy S8 Second Hand ( Dot) Black,samsung_prefix,0,PHSS0125
12998244,Samsung Galaxy S9 Plus Screen,Screen for Samsung Galaxy S9 Plus,samsung_prefix,3,PHSS0100
12998242,Samsung Galaxy S9 Screen,Screen for Samsung Galaxy S9,samsung_prefix,0,PHSS0098
12828173,Samsung Galaxy Tab 3 SM-T310 Screen Assembly,Screen Assembly for Samsung Galaxy Tab 3 SM-T310,samsung_prefix,0,PHSS0069
12999577,Samsung Galaxy Tab A 8.0 (2017) Screen,Screen for Samsung Galaxy Tab A 8.0 (2017),samsung_prefix,1,TABP004
12999887,Samsung Galaxy Tab A7 Lcd Screen,LCD Screen for Samsung Galaxy Tab A7,samsung_prefix,0,TABP006
12999530,Samsung Galaxy Tab SM-T330 Touch Screen WHITE,Screen for Samsung Galaxy Tab SM-T330 Touch White,samsung_prefix,0,TABP002
12827906,Samsung Galaxy Xcover 3 Touch Screen,Screen for Samsung Galaxy Xcover 3 Touch,samsung_prefix,0,PHSS0093
12827905,Samsung Galaxy Xcover 4 Touch Screen,Screen for Samsung Galaxy Xcover 4 Touch,samsung_prefix,2,PHSS0095
12999660,Samsung Galaxy Xcover Pro Screen,Screen for Samsung Galaxy Xcover Pro,samsung_prefix,0,PHSS0146
12998045,Samsung J4 plus Screen ,Screen for Samsung J4 Plus,samsung_prefix,-1,
12998241,Samsung J7 Pro Screen,Screen for Samsung J7 Pro,samsung_prefix,1,PHPS0073
12998417,Samsung Phone S10 Screen,Screen for Samsung Phone S10,samsung_prefix,0,PHSS0103
12999509,Samsung S20 FE Org. Cracked Screen for Sell,Screen for Samsung S20 FE Org. Cracked for Sell,samsung_prefix,-2,PHSC0006
12999263,Samsung S21 Ultra LCD Screen,LCD Screen for Samsung S21 Ultra,samsung_prefix,-1,PHSS0132
13000254,SAMSUNG S22PUS LCD  SCREEN REPLACMENT,LCD Screen for Samsung S22PUS,samsung_prefix,-1,PHPS0293
12828289,Samsung Tab 3 SM-T310 Touch Screen Black,Screen for Samsung Tab 3 SM-T310 Touch Black,samsung_prefix,0,PHSS0070
12828288,Samsung Tab 3 SM-T310 Touch Screen White,Screen for Samsung Tab 3 SM-T310 Touch White,samsung_prefix,0,PHSS0071
12998808,Samsung Tablet SM-T290/T295 screen,Screen for Samsung Tablet SM-T290/T295,samsung_prefix,0,TABP001
12999937,"Apple ipad 12.9"" Lcd","LCD Screen for iPad 12.9""",apple_prefix,0,PHSA0130
12999914,Apple ipad 9th Gen Lcd,LCD Screen for iPad 9th Gen,apple_prefix,0,PHSA0128
12999791,Apple Ipad Air 3rd Gen A2152 LCD,LCD Screen for iPad Air 3rd Gen A2152,apple_prefix,0,PHSA0112
12999785,"Apple Ipad Pro 10.5"" A1709 LCD","LCD Screen for iPad Pro 10.5"" A1709",apple_prefix,0,PHSA0111
12999938,"Apple ipad pro 11"" LCD","LCD Screen for iPad Pro 11""",apple_prefix,0,PHSA0131
12999927,"Apple ipad pro 9.7"" Lcd","LCD Screen for iPad Pro 9.7""",apple_prefix,0,PHSA0129
13000008,Apple Macbook A2681 LCD Replacement,LCD Screen for MacBook A2681,apple_prefix,0,LPS00091
12999543,Apple MacBook Pro A2159 2018 2019 A1989 A2289 LCD,LCD Screen for MacBook Pro A2159 2018 2019 A1989 A2289,apple_prefix,1,LPS00063
13000213,iphone 13 mini lcd,LCD Screen for iPhone 13 mini,iphone_prefix,0,
12828297,iPhone 3G LCD,LCD Screen for iPhone 3G,iphone_prefix,0,PHSA0008
12827966,iPhone 3GS LCD,LCD Screen for iPhone 3GS,iphone_prefix,0,PHSA0011
12827868,Samsung Galaxy Xcover 3 LCD,LCD Screen for Samsung Galaxy Xcover 3,samsung_prefix,0,PHSS0094
12828133,Samsung Galaxy Xcover 4 LCD,LCD Screen for Samsung Galaxy Xcover 4,samsung_prefix,1,PHSS0096
13001189,iPhone 16e Aftermarket OLED Screen,OLED Screen for iPhone 16e,iphone_prefix,0,
12999445,Apple iPad 5 Retina Display 32GB Space Grey Refurb,Screen for iPad 5 Retina 32GB Space Grey Refurb Space Gray,apple_prefix,1,STA00044
